Posted,168,,,,,,,,,,,2018-09-12 11:04:42,13,Subash
Updated,169,PO/09/18/1418/0/00169,1418,0,2018-09-11 12:10,1380,,1015,240,690,2,2018-09-12 11:08:51,13,Subash
Posted,169,,,,,,,,,,,2018-09-12 11:08:57,13,Subash
Posted,164,,,,,,,,,,,2018-09-12 11:12:38,13,Subash
Posted,162,,,,,,,,,,,2018-09-12 11:28:50,13,Subash
Created,172,PO/09/18/1788/0/00172,1788,0,2018-09-12 13:42,45,,1016,80,45,1,2018-09-12 13:44:15,29,Manjula
Created,172,PO/09/18/1788/0/00172,1788,0,2018-09-12 13:42,66.96,,1017,996,1.83,12,2018-09-12 13:44:35,29,Manjula
Created,172,PO/09/18/1788/0/00172,1788,0,2018-09-12 13:42,104.96,,1018,84,38,1,2018-09-12 13:45:18,29,Manjula
Created,172,PO/09/18/1788/0/00172,1788,0,2018-09-12 13:42,104.96,,,,,,2018-09-12 13:45:35,29,Manjula
Created,172,PO/09/18/1788/0/00172,1788,0,2018-09-12 13:42,104.96,,,,,,2018-09-12 14:02:27,29,Manjula
Created,172,PO/09/18/1788/0/00172,1788,0,2018-09-12 13:42,104.96,,,,,,2018-09-12 14:02:41,29,Manjula
Created,173,PO/09/18/1636/0/00173,1636,0,2018-09-12 14:08,320,,1019,570,160,2,2018-09-12 14:10:10,29,Manjula
Created,173,PO/09/18/1636/0/00173,1636,0,2018-09-12 14:08,320,,,,,,2018-09-12 14:10:26,29,Manjula
Updated,173,PO/09/18/1636/0/00173,1636,0,2018-09-12 14:08,160,,1019,570,80,2,2018-09-12 14:11:02,29,Manjula
Created,173,PO/09/18/1636/0/00173,1636,0,2018-09-12 14:08,160,,,,,,2018-09-12 14:11:16,29,Manjula
Created,174,PO/09/18/1790/0/00174,1790,0,2018-09-12 14:44,1.25,,1020,997,1.25,1,2018-09-12 14:44:54,29,Manjula
Created,174,PO/09/18/1790/0/00174,1790,0,2018-09-12 14:44,1.25,,,,,,2018-09-12 14:45:02,29,Manjula
Created,175,PO/09/18/1791/0/00175,1791,0,2018-09-12 14:45,120,,1021,998,120,1,2018-09-12 14:48:16,29,Manjula
Created,175,PO/09/18/1791/0/00175,1791,0,2018-09-12 14:45,120,,,,,,2018-09-12 14:48:29,29,Manjula
Created,176,PO/09/18/1792/0/00176,1792,0,2018-09-12 14:49,10,,1022,678,10,1,2018-09-12 15:02:01,29,Manjula
Created,176,PO/09/18/1792/0/00176,1792,0,2018-09-12 14:49,260,,1023,691,250,1,2018-09-12 15:03:55,29,Manjula
Created,176,PO/09/18/1792/0/00176,1792,0,2018-09-12 14:49,260,,,,,,2018-09-12 15:04:08,29,Manjula
Created,176,PO/09/18/1792/0/00176,1792,0,2018-09-12 14:49,260,,,,,,2018-09-12 15:04:30,29,Manjula
Created,177,PO/09/18/1793/0/00177,1793,0,2018-09-12 15:04,130,,1024,837,130,1,2018-09-12 15:06:18,29,Manjula
Created,177,PO/09/18/1793/0/00177,1793,0,2018-09-12 15:04,170,,1025,999,2,20,2018-09-12 15:07:00,29,Manjula
Created,177,PO/09/18/1793/0/00177,1793,0,2018-09-12 15:04,170,,,,,,2018-09-12 15:07:18,29,Manjula
Created,177,PO/09/18/1793/0/00177,1793,0,2018-09-12 15:04,170,,,,,,2018-09-12 15:07:34,29,Manjula
Created,178,PO/09/18/1794/0/00178,1794,0,2018-09-12 15:07,750,,1026,732,750,1,2018-09-12 15:09:07,29,Manjula
Created,178,PO/09/18/1794/0/00178,1794,0,2018-09-12 15:07,750,,,,,,2018-09-12 15:09:15,29,Manjula
Created,179,PO/09/18/1795/0/00179,1795,0,2018-09-12 15:09,425,,1027,1000,425,1,2018-09-12 15:10:30,29,Manjula
Created,179,PO/09/18/1795/0/00179,1795,0,2018-09-12 15:09,425,,,,,,2018-09-12 15:10:45,29,Manjula
Updated,179,PO/09/18/1795/0/00179,1795,0,2018-09-12 15:09,850,,1027,1000,425,2,2018-09-12 15:11:08,29,Manjula
Created,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,2100,,1028,241,350,6,2018-09-13 09:15:14,29,Manjula
Created,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,4850,,1029,234,2750,1,2018-09-13 09:18:21,29,Manjula
Updated,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,7600,,1029,234,2750,2,2018-09-13 09:18:39,29,Manjula
Created,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,7600,,,,,,2018-09-13 09:20:40,29,Manjula
Updated,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,9600,,1030,1002,3750,2,2018-09-13 09:26:53,29,Manjula
Created,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,11000,,1031,1001,700,2,2018-09-13 09:27:18,29,Manjula
Created,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,11000,,,,,,2018-09-13 09:28:17,29,Manjula
Created,180,PO/09/18/1417/0/00180,1417,0,2018-09-13 09:12,11000,,,,,,2018-09-13 09:29:07,29,Manjula
Created,181,PO/09/18/1823/0/00181,1823,0,2018-09-13 10:01,2900,,1032,1003,2900,1,2018-09-13 10:01:53,29,Manjula
Created,181,PO/09/18/1823/0/00181,1823,0,2018-09-13 10:01,2900,,,,,,2018-09-13 10:02:00,29,Manjula
Created,181,PO/09/18/1823/0/00181,1823,0,2018-09-13 10:01,2900,,,,,,2018-09-13 10:21:47,29,Manjula
Created,182,PO/09/18/1416/0/00182,1416,0,2018-09-13 10:21,3900,,1033,821,650,6,2018-09-13 10:24:25,29,Manjula
Deleted,180,,,,,,,1031,,,,2018-09-13 10:58:42,29,Manjula
Created,183,PO/09/18/1768/0/00183,1768,0,2018-09-13 12:35,7600,,1034,987,380,20,2018-09-13 12:35:58,29,Manjula
Created,183,PO/09/18/1768/0/00183,1768,0,2018-09-13 12:35,7603.85,,1035,1004,3.85,1,2018-09-13 12:51:08,29,Manjula
Updated,183,PO/09/18/1768/0/00183,1768,0,2018-09-13 12:35,11450,,1035,1004,3.85,1000,2018-09-13 12:51:23,29,Manjula
Created,184,PO/09/18/1454/0/00184,1454,0,2018-09-13 13:46,218750,,1036,1005,43750,5,2018-09-13 13:47:00,29,Manjula
Created,184,PO/09/18/1454/0/00184,1454,0,2018-09-13 13:46,264900,,1037,1006,46150,1,2018-09-13 13:48:50,29,Manjula
Updated,184,PO/09/18/1454/0/00184,1454,0,2018-09-13 13:46,357200,,1037,1006,46150,3,2018-09-13 13:49:00,29,Manjula
Created,185,PO/09/18/537/0/00185,537,0,2018-09-13 15:25,72,Issue Nestle,1038,665,9,8,2018-09-13 15:27:59,13,Subash
Posted,185,,,,,,,,,,,2018-09-13 15:28:09,13,Subash
Posted,182,,,,,,,,,,,2018-09-14 08:52:58,13,Subash
Posted,180,,,,,,,,,,,2018-09-14 08:54:10,13,Subash
Posted,171,,,,,,,,,,,2018-09-14 09:06:02,13,Subash
Posted,166,,,,,,,,,,,2018-09-14 09:12:46,13,Subash
Posted,184,,,,,,,,,,,2018-09-14 10:29:30,13,Subash
Created,186,PO/09/18/1835/0/00186,1835,0,2018-09-14 11:34,0.75,,1039,873,0.75,1,2018-09-14 11:35:49,29,Manjula
Updated,186,PO/09/18/1835/0/00186,1835,0,2018-09-14 11:34,100,,1039,873,1,100,2018-09-14 11:36:06,29,Manjula
Created,186,PO/09/18/1835/0/00186,1835,0,2018-09-14 11:34,135,,1040,355,35,1,2018-09-14 11:41:52,29,Manjula
Updated,186,PO/09/18/1835/0/00186,1835,0,2018-09-14 11:34,140,,1040,355,40,1,2018-09-14 11:42:33,29,Manjula
Created,186,PO/09/18/1835/0/00186,1835,0,2018-09-14 11:34,140,,,,,,2018-09-14 11:42:45,29,Manjula
Created,186,PO/09/18/1835/0/00186,1835,0,2018-09-14 11:34,140,,,,,,2018-09-14 11:43:19,29,Manjula
Created,187,PO/09/18/537/0/00187,537,0,2018-09-14 11:56,1035,,1041,78,345,3,2018-09-14 11:59:05,13,Subash
Posted,187,,,,,,,,,,,2018-09-14 11:59:13,13,Subash
Created,188,PO/09/18/537/0/00188,537,0,2018-09-14 13:55,4000,,1042,109,160,25,2018-09-14 13:58:49,13,Subash
Created,188,PO/09/18/537/0/00188,537,0,2018-09-14 13:55,5250,,1043,110,50,25,2018-09-14 13:59:15,13,Subash
Created,188,PO/09/18/537/0/00188,537,0,2018-09-14 13:55,9150,,1044,156,19.5,200,2018-09-14 13:59:48,13,Subash
Posted,188,,,,,,,,,,,2018-09-14 14:21:46,13,Subash
Created,189,PO/09/18/537/0/00189,537,0,2018-09-14 14:32,100,,1045,873,1,100,2018-09-14 14:37:30,13,Subash
Created,189,PO/09/18/537/0/00189,537,0,2018-09-14 14:32,450,,1046,562,350,1,2018-09-14 14:38:08,13,Subash
Created,189,PO/09/18/537/0/00189,537,0,2018-09-14 14:32,800,,1047,670,350,1,2018-09-14 14:39:03,13,Subash
Created,189,PO/09/18/537/0/00189,537,0,2018-09-14 14:32,1075,,1048,1007,275,1,2018-09-14 14:45:22,13,Subash
Updated,189,PO/09/18/537/0/00189,537,0,2018-09-14 14:32,1125,,1045,873,1,150,2018-09-14 14:45:52,13,Subash
Posted,189,,,,,,,,,,,2018-09-14 14:45:57,13,Subash
Created,190,PO/09/18/537/0/00190,537,0,2018-09-14 15:29,25127,,1049,219,25127,1,2018-09-14 15:31:50,13,Subash
Created,190,PO/09/18/537/0/00190,537,0,2018-09-14 15:29,25148.54,,1050,220,21.54,1,2018-09-14 15:32:07,13,Subash
Posted,190,,,,,,,,,,,2018-09-14 15:32:15,13,Subash
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,5400,,1051,824,5400,1,2018-09-14 15:51:28,29,Manjula
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,5400,,,,,,2018-09-14 15:53:49,29,Manjula
Updated,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,5400,,1051,824,5400,1,2018-09-14 15:54:11,29,Manjula
Updated,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,10800,,1051,824,5400,2,2018-09-14 15:54:22,29,Manjula
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,12400,,1052,1008,1600,1,2018-09-14 16:23:15,29,Manjula
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,12400,,,,,,2018-09-14 16:23:24,29,Manjula
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,15650,,1053,1010,3250,1,2018-09-15 08:48:35,29,Manjula
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,18900,,1054,1011,3250,1,2018-09-15 08:48:48,29,Manjula
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,22150,,1055,1012,3250,1,2018-09-15 08:49:08,29,Manjula
Created,191,PO/09/18/1454/0/00191,1454,0,2018-09-14 15:49,25400,,1056,1009,3250,1,2018-09-15 08:49:56,29,Manjula
Created,192,PO/09/18/1355/0/00192,1355,0,2018-09-15 10:52,666,,1057,172,1.8,370,2018-09-15 10:55:52,13,Subash
Created,192,PO/09/18/1355/0/00192,1355,0,2018-09-15 10:52,666,Low Stock item,,,,,2018-09-15 10:56:09,13,Subash
Posted,192,,,,,,,,,,,2018-09-15 10:56:16,13,Subash
Created,193,PO/09/18/1416/0/00193,1416,0,2018-09-15 11:22,2600,Low Stock Item,1058,821,650,4,2018-09-15 11:26:57,13,Subash
Posted,193,,,,,,,,,,,2018-09-15 11:27:06,13,Subash
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,15250,,1059,159,50,305,2018-09-17 11:10:49,29,Manjula
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,16750,BL QTY FROM PO -1223/166,1060,174,0.75,2000,2018-09-17 11:11:43,29,Manjula
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,16750,BL QTY FROM PO -1223/166,,,,,2018-09-17 11:14:46,29,Manjula
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,16790,BL QTY FROM PO -1223/166,1061,681,40,1,2018-09-17 11:22:44,29,Manjula
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,27990,BL QTY FROM PO -1223/166,1062,242,1600,7,2018-09-17 11:22:55,29,Manjula
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,28035,BL QTY FROM PO -1223/166,1063,712,45,1,2018-09-17 11:23:19,29,Manjula
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,28560,BL QTY FROM PO -1223/166,1064,731,35,15,2018-09-17 11:24:30,29,Manjula
Created,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,28910,BL QTY FROM PO -1223/166,1065,639,350,1,2018-09-17 11:25:28,29,Manjula
Updated,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,30660,BL QTY FROM PO -1223/166,1065,639,350,6,2018-09-17 11:25:42,29,Manjula
Updated,194,PO/09/18/1223/0/00194,1223,0,2018-09-17 11:09,31290,BL QTY FROM PO -1223/166,1063,712,45,15,2018-09-17 11:26:06,29,Manjula
